Security Code,Security Id,Security Name,Group,Industry,Instrument
500002,ABB,ABB India Limited,A ,Heavy Electrical Equipment,Equity
500003,AEGISLOG,AEGIS LOGISTICS LTD.,A ,Oil Marketing & Distribution,Equity
500008,AMARAJABAT,AMARA RAJA BATTERIES LTD.,A ,Auto Parts & Equipment,Equity
500009,AMBALALSA,AMBALAL SARABHAI ENTERPRISES LTD.,X ,Pharmaceuticals,Equity
500010,HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,A ,Housing Finance ,Equity
500012,ANDHRAPET,ANDHRA PETROCHEMICALS LTD.,X ,Commodity Chemicals,Equity
500013,ANSALAPI,ANSAL PROPERTIES & INFRASTRUCTURE LTD.,B ,Realty,Equity
500014,UTIQUE,Utique Enterprises Ltd,X ,Finance (including NBFCs),Equity
500016,ARUNAHTEL,ARUNA HOTELS LTD.,XT,Hotels,Equity
500020,BOMDYEING,BOMBAY DYEING & MFG.CO.LTD.,A ,Textiles,Equity
500023,ASIANHOTNR,Asian Hotels (North) Limited,B ,Hotels,Equity
500027,ATUL,ATUL LTD.,A ,Specialty Chemicals,Equity
500028,ATVPR,ATV PROJECTS INDIA LTD.,XT,Construction & Engineering,Equity
500031,BAJAJELEC,BAJAJ ELECTRICALS LTD.-$,A ,Household Appliances,Equity
500032,BAJAJHIND,Bajaj Hindusthan Sugar Limited,A ,Sugar,Equity
500033,FORCEMOT,FORCE MOTORS LTD.-$,A ,Cars & Utility Vehicles,Equity
500034,BAJFINANCE,Bajaj Finance Limited,A ,Finance (including NBFCs),Equity
500038,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,A ,Sugar,Equity
500039,BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.-$,B ,Auto Parts & Equipment,Equity
500040,CENTURYTEX,CENTURY TEXTILES & INDUSTRIES LTD.,A ,Paper & Paper Products,Equity
500041,BANARISUG,BANNARI AMMAN SUGARS LTD.,A ,Sugar,Equity
500042,BASF,BASF INDIA LTD.,A ,Specialty Chemicals,Equity
500043,BATAINDIA,BATA INDIA LTD.,A ,Footwear,Equity
500048,BEML,BEML LTD.,A ,Commercial Vehicles,Equity
500049,BEL,BHARAT ELECTRONICS LTD.,A ,Defence,Equity
500052,BEPL,BHANSALI ENGINEERING POLYMERS LTD.-$,A ,Specialty Chemicals,Equity
500055,TATASTLBSL,Tata Steel Bsl Ltd,B ,Iron & Steel/Interm.Products,Equity
500058,BIHSPONG,BIHAR SPONGE IRON LTD.,XT,Iron & Steel/Interm.Products,Equity
500060,BIRLACABLE,Birla Cable Ltd,B ,Other Elect.Equip./ Prod.,Equity
500067,BLUESTARCO,BLUE STAR LTD.,A ,Consumer Electronics,Equity
500068,DISAQ,DISA INDIA LTD.,X ,Industrial Machinery,Equity
500069,BNKCAP,BNK CAPITAL MARKETS LTD.,XT,Other Financial Services,Equity
500074,BPL,BPL LTD.,B ,Consumer Electronics,Equity
500078,OAL,Oriental Aromatics Ltd-$,B ,Specialty Chemicals,Equity
500083,CENTEXT,CENTURY EXTRUSIONS LTD.,B ,Aluminium,Equity
500084,CESC,CESC LTD.,A ,Electric Utilities,Equity
500085,CHAMBLFERT,CHAMBAL FERTILISERS & CHEMICALS LTD.,A ,Fertilizers,Equity
500086,EXIDEIND,EXIDE INDUSTRIES LTD.,A ,Auto Parts & Equipment,Equity
500087,CIPLA,CIPLA LTD.,A ,Pharmaceuticals,Equity
500089,DICIND,DIC INDIA LTD.,B ,Specialty Chemicals,Equity
500092,CRISIL,CRISIL LTD.,A ,Other Financial Services,Equity
500093,CGPOWER,CG Power and Industrial Solutions Ltd,B ,Heavy Electrical Equipment,Equity
500096,DABUR,DABUR INDIA LTD.,A ,Personal Products,Equity
500097,DALMIASUG,Dalmia Bharat Sugar and Industries Ltd,A ,Sugar,Equity
500101,ARVIND,ARVIND LTD.,A ,Textiles,Equity
500102,BALLARPUR,BALLARPUR INDUSTRIES LTD.,Z ,Paper & Paper Products,Equity
500103,BHEL,BHARAT HEAVY ELECTRICALS LTD.,A ,Heavy Electrical Equipment,Equity
500104,HINDPETRO,HINDUSTAN PETROLEUM CORPORATION LTD.,A ,Refineries/ Petro-Products,Equity
500106,IFCI,IFCI LTD.,A ,Financial Institutions,Equity
500108,MTNL,MAHANAGAR TELEPHONE NIGAM LTD.,B ,Telecom Services,Equity
500109,MRPL,MANGALORE REFINERY & PETROCHEMICALS LTD.,A ,Refineries/ Petro-Products,Equity
500110,CHENNPETRO,CHENNAI PETROLEUM CORPORATION LTD.,A ,Refineries/ Petro-Products,Equity
500111,RELCAPITAL,RELIANCE CAPITAL LTD.,B ,Finance (including NBFCs),Equity
500112,SBIN,STATE BANK OF INDIA,A ,Banks,Equity
500113,SAIL,STEEL AUTHORITY OF INDIA LTD.,A ,Iron & Steel/Interm.Products,Equity
500114,TITAN,Titan Company Limited,A ,Other Apparels & Accessories,Equity
500116,IDBI,IDBI BANK LTD.,A ,Banks,Equity
500117,DCW,DCW LTD.,B ,Petrochemicals,Equity
500119,DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,A ,Sugar,Equity
500120,DIAMINESQ,DIAMINES & CHEMICALS LTD.-$,X ,Specialty Chemicals,Equity
500123,ELANTAS,ELANTAS BECK INDIA LTD.-$,A ,Commodity Chemicals,Equity
500124,DRREDDY,DR.REDDY&#39,Active,INE089A01023,Pharmaceuticals,Equity
500125,EIDPARRY,E.I.D.-PARRY (INDIA) LTD.,A ,Sugar,Equity
500126,PGHL,Procter & Gamble Health Ltd,A ,Pharmaceuticals,Equity
500128,ELECTCAST,ELECTROSTEEL CASTINGS LTD.,B ,Construction & Engineering,Equity
500133,ESABINDIA,ESAB INDIA LTD.,A ,Other Industrial Goods,Equity
500135,EPL,EPL Ltd,A ,Containers & Packaging,Equity
500136,ESTER,ESTER INDUSTRIES LTD.,B ,Containers & Packaging,Equity
500142,FGP,FGP LTD.,X ,Finance (including NBFCs),Equity
500143,PHCAP,PH CAPITAL LTD.,X ,Comm.Trading  & Distribution,Equity
500144,FINCABLES,FINOLEX CABLES LTD.,A ,Other Elect.Equip./ Prod.,Equity
500147,COCKERILL,John Cockerill India Ltd-$,X ,Industrial Machinery,Equity
500148,UFLEX,UFLEX LTD.,A ,Containers & Packaging,Equity
500150,FOSECOIND,FOSECO INDIA LTD.,B ,Commodity Chemicals,Equity
500151,GOLDENTOBC,GOLDEN TOBACCO LTD.,B ,Cigarettes-Tobacco Products,Equity
500153,GANESHBE,GANESH BENZOPLAST LTD.,X ,Commodity Chemicals,Equity
500159,METROGLOBL,Metroglobal Limited,X ,Paper & Paper Products,Equity
500160,GTL,GTL LTD.,B ,Other Telecom Services,Equity
500163,GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.,A ,Cigarettes-Tobacco Products,Equity
500164,GODREJIND,GODREJ INDUSTRIES LTD.,A ,Commodity Chemicals,Equity
500165,KANSAINER,KANSAI NEROLAC PAINTS LTD.,A ,Furniture-Furnishing-Paints,Equity
500166,GOODRICKE,GOODRICKE GROUP LTD.,X ,Tea & Coffee,Equity
500168,GOODYEAR,GOODYEAR INDIA LTD.,A ,Auto Tyres & Rubber Products,Equity
500170,GTNINDS,GTN INDUSTRIES LTD.,X ,Textiles,Equity
500171,GHCL,GHCL LTD.,A ,Commodity Chemicals,Equity
500173,GFLLIMITED,GFL Ltd,A ,Industrial Gases,Equity
500174,GLFL,GUJARAT LEASE FINANCING LTD.,B ,Finance (including NBFCs),Equity
500179,HCL-INSYS,HCL INFOSYSTEMS LTD.,B ,Computer Hardware,Equity
500180,HDFCBANK,HDFC Bank Ltd,A ,Banks,Equity
500182,HEROMOTOCO,HERO MOTOCORP LTD.,A ,2/3 Wheelers,Equity
500183,HFCL,HFCL Ltd,A ,Telecom Cables,Equity
500184,HSCL,Himadri Speciality Chemical Ltd,A ,Specialty Chemicals,Equity
500185,HCC,HINDUSTAN CONSTRUCTION CO.LTD.,A ,Construction & Engineering,Equity
500186,HINDOILEXP,HINDUSTAN OIL EXPLORATION CO.LTD.,A ,Exploration & Production,Equity
500187,HSIL,HSIL LTD.,B ,Containers & Packaging,Equity
500188,HINDZINC,HINDUSTAN ZINC LTD.,A ,Zinc,Equity
500189,NXTDIGITAL,Nxtdigital Ltd,B ,Broadcasting & Cable TV,Equity
500191,HMT,HMT LTD.,Z ,Commercial Vehicles,Equity
500192,PRAGBOS,PRAG BOSIMI SYNTHETICS LTD.,XT,Textiles,Equity
500193,HLVLTD,HLV Ltd,B ,Hotels,Equity
500199,IGPL,I G PETROCHEMICALS LTD.,B ,Commodity Chemicals,Equity
500201,INDIAGLYCO,INDIA GLYCOLS LTD.,A ,Commodity Chemicals,Equity
500202,INDLEASE,INDIA LEASE DEVELOPMENT LTD.,X ,Finance (including NBFCs),Equity
500206,MARGOFIN,Margo Finance Limited,X ,Finance (including NBFCs),Equity
500207,INDORAMA,INDO RAMA SYNTHETICS (INDIA) LTD.,B ,Textiles,Equity
500209,INFY,INFOSYS LTD.,A ,IT Consulting & Software,Equity
500210,INGERRAND,INGERSOLL-RAND (INDIA) LTD.,A ,Industrial Machinery,Equity
500211,INSILCO,INSILCO LTD.,X ,Other Industrial Goods,Equity
500212,IFSL,INTEGRATED FINANCIAL SERVICES LTD.,XT,Finance (including NBFCs),Equity
500213,ITHL,INTERNATIONAL TRAVEL HOUSE LTD.-$,X ,Travel Support Services,Equity
500214,IONEXCHANG,ION EXCHANGE (INDIA) LTD.-$,A ,Industrial Machinery,Equity
500215,ATFL,AGRO TECH FOODS LTD.,A ,Other Agricultural Products,Equity
500219,JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.,A ,Plastic Products,Equity
500220,JASCH,JASCH INDUSTRIES LTD.,X ,Textiles,Equity
500223,JCTLTD,JCT LTD.,X ,Textiles,Equity
500227,JINDALPOLY,JINDAL POLY FILMS LTD.,A ,Containers & Packaging,Equity
500228,JSWSTEEL,JSW STEEL LTD.,A ,Iron & Steel/Interm.Products,Equity
500231,UMANGDAIR,UMANG DAIRIES LTD.,B ,Packaged Foods,Equity
500233,KAJARIACER,KAJARIA CERAMICS LTD.,A ,Furniture-Furnishing-Paints,Equity
500234,KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,B ,Cement & Cement Products,Equity
500235,KSL,KALYANI STEELS LTD.,A ,Iron & Steel/Interm.Products,Equity
500236,KANELIND,Kanel Industries Limited,XT,Comm.Trading  & Distribution,Equity
500238,WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,A ,Consumer Electronics,Equity
500239,KGDENIM,KG DENIM LTD.,XT,Textiles,Equity
500240,KINETICENG,KINETIC ENGINEERING LTD.,XT,2/3 Wheelers,Equity
500241,KIRLOSBROS,KIRLOSKAR BROTHERS LTD.-$,B ,Industrial Machinery,Equity
500243,KIRLOSIND,Kirloskar Industries Ltd,B ,Industrial Machinery,Equity
500245,KIRLFER,KIRLOSKAR FERROUS INDUSTRIES LTD.,B ,Iron & Steel/Interm.Products,Equity
500246,ENVAIREL,ENVAIR ELECTRODYNE LTD.,X ,Industrial Machinery,Equity
500247,KOTAKBANK,KOTAK MAHINDRA BANK LTD.,A ,Banks,Equity
500248,KRIFILIND,Krishna Filament Industries Ltd,X ,Plastic Products,Equity
500249,KSB,KSB Ltd,A ,Industrial Machinery,Equity
500250,LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.,A ,Auto Parts & Equipment,Equity
500251,TRENT,TRENT LTD.,A ,Specialty Retail,Equity
500252,LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,A ,Industrial Machinery,Equity
500253,LICHSGFIN,LIC HOUSING FINANCE LTD.,A ,Housing Finance ,Equity
500257,LUPIN,LUPIN LTD.,A ,Pharmaceuticals,Equity
500259,LYKALABS,LYKA LABS LTD.,B ,Pharmaceuticals,Equity
500260,RAMCOCEM,The Ramco Cements Limited,A ,Cement & Cement Products,Equity
500264,MAFATIND,MAFATLAL INDUSTRIES LTD.-$,X ,Textiles,Equity
500265,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,A ,Iron & Steel Products,Equity
500266,MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,A ,Investment Companies,Equity
500267,MAJESAUT,MAJESTIC AUTO LTD.-$,X ,2/3 Wheelers,Equity
500268,MANALIPETC,MANALI PETROCHEMICAL LTD.,B ,Petrochemicals,Equity
500271,MFSL,Max Financial Services Ltd,A ,Life Insurance,Equity
500274,MESPHAR-B,MESCO PHARMACEUTICALS LTD.,P ,Pharmaceuticals,Equity
500277,MIDINDIA,MID INDIA INDUSTRIES LTD.,XT,Textiles,Equity
500279,MIRCELECTR,MIRC ELECTRONICS LTD.,B ,Consumer Electronics,Equity
500280,CENTENKA,CENTURY ENKA LTD.,B ,Textiles,Equity
500284,LORDSCHLO,LORDS CHLORO ALKALI LTD.,X ,Commodity Chemicals,Equity
500285,SPICEJET,SPICEJET LTD.,A ,Airlines,Equity
500288,MOREPENLAB,MOREPEN LABORATORIES LTD.,A ,Pharmaceuticals,Equity
500290,MRF,MRF LTD.,A ,Auto Tyres & Rubber Products,Equity
500292,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,A ,Cement & Cement Products,Equity
500294,NCC,NCC Limited,A ,Construction & Engineering,Equity
500295,VEDL,Vedanta Limited,A ,Aluminium,Equity
500296,NAHARSPING,NAHAR SPINNING MILLS LTD.,B ,Textiles,Equity
500298,NATPEROX,NATIONAL PEROXIDE LTD.,A ,Commodity Chemicals,Equity
500300,GRASIM,GRASIM INDUSTRIES LTD.,A ,Cement & Cement Products,Equity
500302,PEL,PIRAMAL ENTERPRISES LTD.,A ,Other Financial Services,Equity
500304,NIITLTD,NIIT LTD.,A ,IT Training Services,Equity
500306,JAYKAY,JAYKAY ENTERPRISES LTD.,X ,Finance (including NBFCs),Equity
500307,NIRLON,NIRLON LTD.,A ,Misc.Commercial Services,Equity
500312,ONGC,Oil and Natural Gas Corporation Ltd,A ,Exploration & Production,Equity
500314,ORIENTHOT,ORIENTAL HOTELS LTD.,B ,Hotels,Equity
500317,OSWALAGRO,OSWAL AGRO MILLS LTD.,B ,Investment Companies,Equity
500319,INDSUCR,INDIAN SUCROSE LTD.,X ,Sugar,Equity
500325,RELIANCE,RELIANCE INDUSTRIES LTD.,A ,Integrated Oil & Gas,Equity
500327,PILITA,Pil Italica Lifestyle Ltd,B ,Plastic Products,Equity
500330,RAYMOND,RAYMOND LTD.,A ,Textiles,Equity
500331,PIDILITIND,PIDILITE INDUSTRIES LTD.,A ,Specialty Chemicals,Equity
500333,PIXTRANS,PIX TRANSMISSIONS LTD.,X ,Auto Tyres & Rubber Products,Equity
500335,BIRLACORPN,BIRLA CORPORATION LTD.,A ,Cement & Cement Products,Equity
500336,SURYAROSNI,SURYA ROSHNI LTD.,A ,Diversified,Equity
500337,PRIMESECU,PRIME SECURITIES LTD.,B ,Other Financial Services,Equity
500338,PRSMJOHNSN,Prism Johnson Ltd,A ,Cement & Cement Products,Equity
500339,RAIN,Rain Industries Ltd,A ,Petrochemicals,Equity
500343,AMJLAND,AMJ Land Holdings Ltd,B ,Realty,Equity
500346,PUNJCOMMU,PUNJAB COMMUNICATIONS LTD.-$,B ,Telecom Equipment,Equity
500350,RSWM,RSWM LTD.,B ,Textiles,Equity
500354,RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LTD.,B ,Sugar,Equity
500355,RALLIS,RALLIS INDIA LTD.,A ,Agrochemicals,Equity
500356,RAMANEWS,SHREE RAMA NEWSPRINT LTD.,B ,Paper & Paper Products,Equity
500357,RAMAPPR-B,RAMA PAPER MILLS LTD.,XT,Paper & Paper Products,Equity
500358,RAMAPETRO,RAMA PETROCHEMICALS LTD.,X ,Finance (including NBFCs),Equity
500360,RAPICUT,RAPICUT CARBIDES LTD.,X ,Industrial Machinery,Equity
500365,WELSPLSOL,Welspun Specialty Solutions Ltd,X ,Iron & Steel/Interm.Products,Equity
500366,ROLTA,ROLTA INDIA LTD.,B ,Internet Software & Services,Equity
500367,RUBFILA,RUBFILA INTERNATIONAL LTD.,X ,Auto Tyres & Rubber Products,Equity
500368,RUCHISOYA,RUCHI SOYA INDUSTRIES LTD.,B ,Edible Oils,Equity
500370,SALORAINTL,SALORA INTERNATIONAL LTD.,XT,Comm.Trading  & Distribution,Equity
500378,JINDALSAW,JINDAL SAW LTD.,A ,Construction & Engineering,Equity
500380,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,A ,Cement & Cement Products,Equity
500387,SHREECEM,SHREE CEMENT LTD.,A ,Cement & Cement Products,Equity
500388,SKPMIL,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,XT,Paper & Paper Products,Equity
500390,RELINFRA,RELIANCE INFRASTRUCTURE LTD.,A ,Electric Utilities,Equity
500400,TATAPOWER,TATA POWER CO.LTD.,A ,Electric Utilities,Equity
500402,SPMLINFRA,SPML Infra Limited,T ,Construction & Engineering,Equity
500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,A ,Auto Parts & Equipment,Equity
500404,SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,A ,Iron & Steel/Interm.Products,Equity
500405,SUPPETRO,SUPREME PETROCHEM LTD.,A ,Petrochemicals,Equity
500407,SWARAJENG,SWARAJ ENGINES LTD.,A ,Auto Parts & Equipment,Equity
500408,TATAELXSI,TATA ELXSI LTD.,A ,IT Software Products,Equity
500410,ACC,ACC LTD.,A ,Cement & Cement Products,Equity
500411,THERMAX,THERMAX LTD.,A ,Heavy Electrical Equipment,Equity
500412,TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,A ,Commodity Chemicals,Equity
500413,THOMASCOOK,THOMAS COOK (INDIA) LTD.,A ,Travel Support Services,Equity
500414,TIMEX,TIMEX GROUP INDIA LTD.-$,X ,Other Apparels & Accessories,Equity
500418,TOKYOPLAST,TOKYO PLAST INTERNATIONAL LTD.,B ,Plastic Products,Equity
500420,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,A ,Pharmaceuticals,Equity
500422,TRANSCHEM,TRANSCHEM LTD.-$,X ,Pharmaceuticals,Equity
500425,AMBUJACEM,AMBUJA CEMENTS LTD.,A ,Cement & Cement Products,Equity
500426,UTLINDS,UTL Industries Limited,X ,Realty,Equity
500429,UNIPHOS,UNIPHOS ENTERPRISES LTD.,B ,Comm.Trading  & Distribution,Equity
500439,VHL,VARDHMAN HOLDINGS LTD.,B ,Finance (including NBFCs),Equity
500440,HINDALCO,HINDALCO INDUSTRIES LTD.,A ,Aluminium,Equity
500444,WSTCSTPAPR,WEST COAST PAPER MILLS LTD.,A ,Paper & Paper Products,Equity
500449,HOCL,HINDUSTAN ORGANIC CHEMICALS LTD.,B ,Commodity Chemicals,Equity
500450,MPILCORPL,MPIL CORPORATION LTD.,X ,Other Financial Services,Equity
500456,PASUPTAC,PASUPATI ACRYLON LTD.,X ,Fibres & Plastics,Equity
500458,KORE,Kore Foods Ltd,XT,Other Food Products,Equity
500459,PGHH,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,A ,Personal Products,Equity
500460,MUKANDLTD,MUKAND LTD.,T ,Iron & Steel/Interm.Products,Equity
500463,AGCNET,AGC Networks Limited,B ,IT Consulting & Software,Equity
500464,UCALFUEL,UCAL FUEL SYSTEMS LTD.,B ,Auto Parts & Equipment,Equity
500467,HARRMALAYA,HARRISONS MALAYALAM LTD.,B ,Auto Tyres & Rubber Products,Equity
500469,FEDERALBNK,FEDERAL BANK LTD.,A ,Banks,Equity
500470,TATASTEEL,TATA STEEL LTD.,A ,Iron & Steel/Interm.Products,Equity
500472,SKFINDIA,SKF India Ltd,A ,Other Industrial Goods,Equity
500477,ASHOKLEY,ASHOK LEYLAND LTD.,A ,Commercial Vehicles,Equity
500480,CUMMINSIND,CUMMINS INDIA LTD.,A ,Industrial Machinery,Equity
500483,TATACOMM,TATA COMMUNICATIONS LTD.,A ,Telecom - Alternate Carriers,Equity
500488,ABBOTINDIA,ABBOTT INDIA LTD.,A ,Pharmaceuticals,Equity
500490,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,A ,Holding Companies,Equity
500493,BHARATFORG,BHARAT FORGE LTD.,A ,Other Industrial Products,Equity
500495,ESCORTS,ESCORTS LTD.,A ,Commercial Vehicles,Equity
500500,HINDMOTORS,HINDUSTAN MOTORS LTD.,B ,Cars & Utility Vehicles,Equity
500510,LT,LARSEN & TOUBRO LTD.,A ,Construction & Engineering,Equity
500520,M&M,MAHINDRA & MAHINDRA LTD.,A ,Cars & Utility Vehicles,Equity
500530,BOSCHLTD,BOSCH LTD.,A ,Auto Parts & Equipment,Equity
500540,PREMIER,PREMIER LTD.,T ,Industrial Machinery,Equity
500547,BPCL,BHARAT PETROLEUM CORPORATION LTD.,A ,Refineries/ Petro-Products,Equity
500550,SIEMENS,SIEMENS LTD.,A ,Heavy Electrical Equipment,Equity
500570,TATAMOTORS,TATA MOTORS LTD.,A ,Commercial Vehicles,Equity
500575,VOLTAS,VOLTAS LTD.,A ,Consumer Electronics,Equity
500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,A ,Shipping,Equity
500645,DEEPAKFERT,DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,A ,Commodity Chemicals,Equity
500650,EXCELINDUS,EXCEL INDUSTRIES LTD.,A ,Specialty Chemicals,Equity
500655,GRWRHITECH,Garware Hi-Tech Films Ltd,X ,Commodity Chemicals,Equity
500660,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,A ,Pharmaceuticals,Equity
500670,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,A ,Fertilizers,Equity
500672,NOVARTIND,NOVARTIS INDIA LTD.,A ,Pharmaceuticals,Equity
500674,SANOFI,Sanofi India Ltd,A ,Pharmaceuticals,Equity
500680,PFIZER,PFIZER LTD.,A ,Pharmaceuticals,Equity
500690,GSFC,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,A ,Fertilizers,Equity
500696,HINDUNILVR,HINDUSTAN UNILEVER LTD.,A ,Personal Products,Equity
500710,AKZOINDIA,Akzo Nobel India Limited,A ,Furniture-Furnishing-Paints,Equity
500730,NOCIL,NOCIL LTD.,A ,Specialty Chemicals,Equity
500770,TATACHEM,TATA CHEMICALS LTD.,A ,Commodity Chemicals,Equity
500777,TNPETRO,TAMILNADU PETROPRODUCTS LTD.,B ,Commodity Chemicals,Equity
500780,ZUARIGLOB,ZUARI GLOBAL LTD.,B ,Fertilizers,Equity
500790,NESTLEIND,NESTLE INDIA LTD.,A ,Packaged Foods,Equity
500800,TATACONSUM,Tata Consumer Products Ltd,A ,Tea & Coffee,Equity
500820,ASIANPAINT,ASIAN PAINTS LTD.,A ,Furniture-Furnishing-Paints,Equity
500825,BRITANNIA,BRITANNIA INDUSTRIES LTD.,A ,Packaged Foods,Equity
500830,COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,A ,Personal Products,Equity
500840,EIHOTEL,EIH LTD.,A ,Hotels,Equity
500850,INDHOTEL,INDIAN HOTELS CO.LTD.,A ,Hotels,Equity
500870,CASTROLIND,CASTROL INDIA LTD.,A ,Oil Marketing & Distribution,Equity
500875,ITC,ITC LTD.,A ,Cigarettes-Tobacco Products,Equity
500877,APOLLOTYRE,APOLLO TYRES LTD.,A ,Auto Tyres & Rubber Products,Equity
500878,CEATLTD,CEAT LTD.,A ,Auto Tyres & Rubber Products,Equity
500890,MODIRUBBER,MODI RUBBER LTD.,T ,Auto Tyres & Rubber Products,Equity
500940,FINOLEXIND,FINOLEX INDUSTRIES LTD.,A ,Plastic Products,Equity
501110,SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD.,XT,Other Financial Services,Equity
501111,ZGOLDINV,GOLD ROCK INVESTMENTS LTD.,XT,Comm.Trading  & Distribution,Equity
501144,PEOPLIN,PEOPLES INVESTMENTS LTD.,XT,Misc.Commercial Services,Equity
501148,DSINVEST,DALAL STREET INVESTMENTS LTD.,XT,Investment Companies,Equity
501150,CENTRUM,CENTRUM CAPITAL LTD.,B ,Other Financial Services,Equity
501151,KARTKIN,KARTIK INVESTMENTS TRUST LTD.,XT,Other Financial Services,Equity
501242,TCIFINANCE,TCI FINANCE LTD.,B ,Finance (including NBFCs),Equity
501261,KRATOSENER,KRATOS ENERGY & INFRASTRUCTURE LTD.,XT,Other Financial Services,Equity
501270,ANTARIKSH,Antariksh Industries Ltd,XT,Realty,Equity
501295,IITL,INDUSTRIAL INVESTMENT TRUST LTD.,B ,Finance (including NBFCs),Equity
501298,INDPRUD,INDUSTRIAL & PRUDENTIAL INVESTMENTS CO.LTD.,X ,Investment Companies,Equity
501301,TATAINVEST,TATA INVESTMENT CORPORATION LTD.,A ,Holding Companies,Equity
501311,JAYBHCR,JAYABHARAT CREDIT LTD.-$,X ,Finance (including NBFCs),Equity
501314,PRISMX,Prismx Global Ventures Ltd,X ,Comm.Trading  & Distribution,Equity
501343,MOTOGENFIN,MOTOR & GENERAL FINANCE LTD.,B ,Finance (including NBFCs),Equity
501351,RAPIDIN,RAPID INVESTMENTS LTD.,XT,Misc.Commercial Services,Equity
501370,WALCHPF,WALCHAND PEOPLEFIRST LTD.,X ,Consulting Services,Equity
501386,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,XT,Other Financial Services,Equity
501391,WHBRADY,W.H.BRADY & CO.LTD.,X ,Comm.Trading  & Distribution,Equity
501423,SHAILY,SHAILY ENGINEERING PLASTICS LTD.,X ,Plastic Products,Equity
501425,BBTC,BOMBAY BURMAH TRADING CORP.LTD.,A ,Tea & Coffee,Equity
501430,BOMBCYC,BOMBAY CYCLE & MOTOR AGENCY LTD.,X ,Comm.Trading  & Distribution,Equity
501455,GREAVESCOT,GREAVES COTTON LTD.,A ,Industrial Machinery,Equity
501477,MULLER,MULLER & PHIPPS (INDIA) LTD.,XT,Comm.Trading  & Distribution,Equity
501479,SFTL,Springform Technology Ltd,Y ,Comm.Trading  & Distribution,Equity
501622,AMALGAM,AMALGAMATED ELECTRICITY CO.LTD.,XT,Misc.Commercial Services,Equity
501630,ANANDPROJ,Anand Projects Ltd,XT,Construction & Engineering,Equity
501700,INDIANVSH,INDIANIVESH LTD.,X ,Finance (including NBFCs),Equity
501831,COASTCORP,COASTAL CORPORATION LTD.,X ,Packaged Foods,Equity
501833,CHOWGULSTM,CHOWGULE STEAMSHIPS LTD.,XT,Shipping,Equity
501848,GLOBOFFS,GLOBAL OFFSHORE SERVICES LTD.-$,X ,Shipping,Equity
501945,DHENUBUILD,DHENU BUILDCON INFRA LTD.,X ,Finance (including NBFCs),Equity
502015,ASIIL,ASI Industries Ltd,XT,Mining,Equity
502090,SAGCEM,SAGAR CEMENTS LTD.-$,A ,Cement & Cement Products,Equity
502137,DECCANCE,DECCAN CEMENTS LTD.-$,B ,Cement & Cement Products,Equity
502157,MANGLMCEM,MANGALAM CEMENT LTD.,A ,Cement & Cement Products,Equity
502168,NCLIND,NCL INDUSTRIES LTD.-$,A ,Cement & Cement Products,Equity
502175,SAURASHCEM,SAURASHTRA CEMENT LTD.,X ,Cement & Cement Products,Equity
502180,SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LTD.-$,B ,Cement & Cement Products,Equity
502216,BOMBPOT,BOMBAY POTTERIES & TILES LTD.,ZP,Realty,Equity
502219,BORORENEW,Borosil Renewables Ltd,A ,Houseware,Equity
502250,LERTHAI,Lerthai Finance Ltd,XT,Construction Materials,Equity
502271,RASSIREF,RAASI REFRACTORIES LTD.-$,X ,Other Industrial Goods,Equity
502281,TRIVENIGQ,TRIVENI GLASS LTD.-$,X ,Construction Materials,Equity
